geneid,gene_symbol,uniprotid,gene_dsi,gene_dpi,gene_pli,protein_class,protein_class_name,diseaseid,disease_name,disease_class,disease_class_name,disease_type,disease_semantic_type,score,ei,el,year_initial,year_final,source
406947,MIR155,,0.384,0.885,,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.07,1.0,,2012.0,2019.0,ALL
4615,MYD88,Q99836,0.414,0.923,0.12443,DTO_05007584,Enzyme modulator,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.07,1.0,,2011.0,2019.0,ALL
53342,IL17D,Q8TAD2,0.464,0.808,0.19796,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.07,1.0,,2009.0,2017.0,ALL
54106,TLR9,Q9NR96,0.411,0.885,9.8117e-06,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.07,1.0,,2009.0,2019.0,ALL
864,RUNX3,Q13761,0.459,0.731,0.84295,DTO_05007542,Transcription factor,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.07,0.857,,2008.0,2020.0,ALL
100289462,DEFB4B,O15263,0.51,0.769,0.067977,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.07,1.0,,2006.0,2018.0,ALL
1235,CCR6,P51684,0.485,0.808,0.0057867,DTO_02300001,G-protein coupled receptor,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.07,1.0,,2009.0,2017.0,ALL
129831,RBM45,Q8IUH3,0.383,0.846,2.1132e-10,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.07,0.857,,1995.0,2011.0,ALL
1673,DEFB4A,O15263,0.507,0.769,0.0011637,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.07,1.0,,2006.0,2018.0,ALL
1755,DMBT1,Q9UGM3,0.533,0.654,4.476e-63,DTO_05007624,Enzyme,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.07,1.0,,2007.0,2017.0,ALL
4650,MYO9B,Q13459,0.644,0.615,1.0,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.07,1.0,,2006.0,2016.0,ALL
5734,PTGER4,P35408,0.558,0.731,0.9755,DTO_02300001,G-protein coupled receptor,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.07,1.0,,2007.0,2017.0,ALL
90865,IL33,O95760,0.409,0.885,8.2925e-10,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.07,1.0,,2007.0,2019.0,ALL
130589,GALM,Q96C23,0.792,0.192,4.8791e-11,DTO_05007624,Enzyme,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.06,1.0,,1998.0,2019.0,ALL
1499,CTNNB1,P35222,0.303,0.885,0.99999,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.06,1.0,,1999.0,2013.0,ALL
2944,GSTM1,P09488,0.38,0.923,0.0020641,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.06,1.0,,2007.0,2019.0,ALL
30829,IBD3,,0.861,0.038,,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.06,1.0,,2002.0,2014.0,ALL
324,APC,P25054,0.373,0.962,1.0,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.06,1.0,,1997.0,2016.0,ALL
3567,IL5,P05113,0.437,0.846,0.0056529,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.06,1.0,,1998.0,2020.0,ALL
4282,MIF,P14174,0.412,0.885,0.012262,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.06,1.0,,2002.0,2010.0,ALL
4436,MSH2,P43246,0.406,0.808,0.89539,DTO_05007557,Nucleic acid binding,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.06,1.0,,1995.0,2014.0,ALL
4524,MTHFR,P42898,0.337,0.885,3.2068e-10,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.06,1.0,,2003.0,2016.0,ALL
6280,S100A9,P06702,0.433,0.885,0.4777,DTO_05007616,Calcium-binding protein,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.06,0.833,,2001.0,2017.0,ALL
64689,GORASP1,Q9BQQ3,0.428,0.846,0.019543,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.06,1.0,,1998.0,2020.0,ALL
65125,WNK1,Q9H4A3,0.416,0.846,1.0,DTO_03300101,Kinase,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.06,1.0,,1998.0,2020.0,ALL
671,BPI,P17213,0.61,0.769,1.6514e-14,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.06,0.833,,1999.0,2017.0,ALL
6778,STAT6,P42226,0.475,0.808,0.98849,DTO_05007557,Nucleic acid binding,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.06,0.833,,2003.0,2017.0,ALL
6857,SYT1,P21579,0.412,0.846,0.60038,DTO_05007405,Transporter,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.06,1.0,,1998.0,2020.0,ALL
7100,TLR5,O60602,0.518,0.885,2.4773e-13,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.06,0.833,,2006.0,2018.0,ALL
7172,TPMT,P51580,0.593,0.692,7.1064e-06,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.06,1.0,,2000.0,2019.0,ALL
7432,VIP,P01282,0.437,0.846,0.00041995,DTO_05007599,Signaling,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.06,1.0,,1995.0,2019.0,ALL
1029,CDKN2A,P42771;Q8N726,0.3,0.885,0.39474,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.06,1.0,,2013.0,2019.0,ALL
1672,DEFB1,P60022,0.509,0.808,0.4059,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.06,0.833,,2005.0,2014.0,ALL
2288,FKBP4,Q02790,0.532,0.769,0.15539,DTO_05007624,Enzyme,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.06,1.0,,2017.0,2019.0,ALL
22914,KLRK1,P26718,0.467,0.769,6.9812e-14,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.06,1.0,,2007.0,2017.0,ALL
30829,IBD3,,0.861,0.038,,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.06,1.0,,2002.0,2014.0,ALL
3635,INPP5D,Q92835,0.558,0.731,0.97198,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.06,1.0,,2015.0,2019.0,ALL
3669,ISG20,Q96AZ6,0.414,0.846,0.002899,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.06,1.0,,1999.0,2018.0,ALL
3716,JAK1,P23458,0.474,0.769,0.99998,DTO_03300101,Kinase,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.06,1.0,,2017.0,2019.0,ALL
4069,LYZ,P61626,0.526,0.846,3.4114e-06,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.06,1.0,,1992.0,2019.0,ALL
407035,MIR31,,0.471,0.769,,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.06,1.0,,2013.0,2019.0,ALL
4318,MMP9,P14780,0.305,0.923,1.8869e-17,DTO_05007624,Enzyme,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.06,1.0,,2007.0,2019.0,ALL
4792,NFKBIA,P25963,0.487,0.885,0.99452,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.06,1.0,,2004.0,2014.0,ALL
5319,PLA2G1B,P04054,0.468,0.846,1.0057e-10,DTO_05007624,Enzyme,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.06,1.0,,1995.0,2019.0,ALL
53342,IL17D,Q8TAD2,0.464,0.808,0.19796,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.06,1.0,,2005.0,2016.0,ALL
57817,HAMP,P81172,0.433,0.846,0.0081797,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.06,1.0,,2017.0,2020.0,ALL
59067,IL21,Q9HBE4,0.441,0.769,0.6254,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.06,1.0,,2007.0,2018.0,ALL
5967,REG1A,P05451,0.467,0.846,1.3499e-05,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.06,1.0,,2001.0,2019.0,ALL
6352,CCL5,P13501,0.403,0.885,0.0017516,DTO_05007599,Signaling,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.06,0.833,,2005.0,2013.0,ALL
6962,TRBV20OR9-2,,0.403,0.923,,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.06,1.0,,1996.0,2018.0,ALL
7431,VIM,P08670,0.372,0.846,0.71255,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.06,1.0,,2013.0,2018.0,ALL
10148,EBI3,Q14213,0.474,0.808,0.10797,DTO_05007599,Signaling,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,1.0,,1998.0,2016.0,ALL
1026,CDKN1A,P38936,0.403,0.769,0.0018575,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,1.0,,1999.0,2004.0,ALL
10392,NOD1,Q9Y239,0.541,0.769,2.4602e-18,DTO_05007624,Enzyme,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,1.0,,2006.0,2017.0,ALL
1234,CCR5,P51681,0.398,0.885,4.3094e-10,DTO_02300001,G-protein coupled receptor,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,0.6,,2001.0,2019.0,ALL
1366,CLDN7,O95471,0.494,0.808,0.0028828,DTO_05007527,Cell-cell junction,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,1.0,,2008.0,2019.0,ALL
1956,EGFR,P00533,0.295,0.885,0.36837,DTO_03300101,Kinase,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,1.0,,2002.0,2018.0,ALL
207,AKT1,P31749,0.311,0.962,0.9759,DTO_03300101,Kinase,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,1.0,,2017.0,2019.0,ALL
27306,HPGDS,O60760,0.388,0.923,1.8063e-06,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,1.0,,2002.0,2019.0,ALL
3162,HMOX1,P09601,0.381,0.923,0.0096817,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,0.8,,2003.0,2018.0,ALL
3574,IL7,P13232,0.464,0.808,0.92574,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,1.0,,1998.0,2019.0,ALL
3669,ISG20,Q96AZ6,0.414,0.846,0.002899,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,1.0,,2003.0,2017.0,ALL
3845,KRAS,P01116,0.32,0.923,0.00078803,DTO_05007584,Enzyme modulator,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,1.0,,1991.0,2012.0,ALL
4049,LTA,P01374,0.434,0.885,0.19685,DTO_05007599,Signaling,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,0.8,,1993.0,2000.0,ALL
406938,MIR146A,,0.398,0.885,,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,1.0,,2011.0,2019.0,ALL
4210,MEFV,O15553,0.44,0.885,1.0177e-14,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,1.0,,2006.0,2019.0,ALL
4316,MMP7,P09237,0.446,0.885,1.0404e-09,DTO_05007624,Enzyme,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,1.0,,1996.0,2020.0,ALL
6647,SOD1,P00441,0.379,0.962,0.1773,DTO_05007624,Enzyme,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,1.0,,2017.0,2018.0,ALL
6696,SPP1,P10451,0.353,0.885,2.146e-06,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,1.0,,2003.0,2014.0,ALL
6863,TAC1,P20366,0.424,0.923,0.74608,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,1.0,,2007.0,2017.0,ALL
6962,TRBV20OR9-2,,0.403,0.923,,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,1.0,,1996.0,2018.0,ALL
7033,TFF3,Q07654,0.518,0.885,0.01591,DTO_05007599,Signaling,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,1.0,,2006.0,2019.0,ALL
7422,VEGFA,P15692,0.266,0.923,2.4085e-05,DTO_05007599,Signaling,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,1.0,,1999.0,2019.0,ALL
7494,XBP1,P17861,0.477,0.846,0.032014,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,1.0,,2008.0,2017.0,ALL
8174,MADCAM1,Q13477,0.67,0.5,0.53462,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,0.6,,2009.0,2020.0,ALL
85480,TSLP,Q969D9,0.486,0.808,0.0040357,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,1.0,,2010.0,2018.0,ALL
9075,CLDN2,P57739,0.575,0.692,0.70328,DTO_05007527,Cell-cell junction,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,0.8,,2008.0,2019.0,ALL
9076,CLDN1,O95832,0.481,0.808,0.0010103,DTO_05007527,Cell-cell junction,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,1.0,,2008.0,2019.0,ALL
941,CD80,P33681,0.475,0.769,0.010898,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,1.0,,2005.0,2015.0,ALL
100528032,KLRC4-KLRK1,P26718,0.469,0.769,,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,1.0,,2011.0,2017.0,ALL
1032,CDKN2D,P55273,0.547,0.769,0.49473,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,1.0,,2013.0,2019.0,ALL
112744,IL17F,Q96PD4,0.48,0.808,0.039165,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,1.0,,2008.0,2019.0,ALL
115482685,H3P13,,0.584,0.769,,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,1.0,,2013.0,2019.0,ALL
1234,CCR5,P51681,0.398,0.885,4.3094e-10,DTO_02300001,G-protein coupled receptor,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,0.8,,2001.0,2005.0,ALL
1499,CTNNB1,P35222,0.303,0.885,0.99999,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,1.0,,2004.0,2018.0,ALL
1666,DECR1,Q16698,0.426,0.885,4.4689e-14,DTO_05007624,Enzyme,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,1.0,,2001.0,2019.0,ALL
1670,DEFA5,Q01523,0.695,0.423,5.1896e-06,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,1.0,,2001.0,2019.0,ALL
1822,ATN1,P54259,0.409,0.885,0.99992,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,1.0,,2010.0,2019.0,ALL
2099,ESR1,P03372,0.324,0.962,0.9992,DTO_00102000,Nuclear receptor,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,1.0,,2019.0,2019.0,ALL
2158,F9,P00740,0.465,0.885,0.99776,DTO_05007624,Enzyme,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,1.0,,2013.0,2019.0,ALL
23583,SMUG1,Q53HV7,0.322,0.923,0.00045154,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,1.0,,2017.0,2019.0,ALL
2669,GEM,P55040,0.467,0.769,1.179e-08,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,0.8,,2009.0,2019.0,ALL
29126,CD274,Q9NZQ7,0.324,0.923,0.01916,DTO_05007575,Receptor,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,1.0,,2012.0,2020.0,ALL
3172,HNF4A,P41235,0.461,0.808,0.15285,DTO_00102000,Nuclear receptor,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,1.0,,2008.0,2017.0,ALL
3303,HSPA1A,P0DMV8;P0DMV9,0.486,0.769,0.030228,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,0.8,,1999.0,2007.0,ALL
3304,HSPA1B,P0DMV8;P0DMV9,0.474,0.808,0.0053464,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,0.8,,1999.0,2007.0,ALL
3306,HSPA2,P54652,0.55,0.808,0.048648,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,0.8,,1999.0,2007.0,ALL
3378,IBD2,,0.805,0.154,,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,0.8,,2000.0,2005.0,ALL
3659,IRF1,P10914,0.468,0.769,0.9909,DTO_05007542,Transcription factor,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,1.0,,2006.0,2014.0,ALL
3811,KIR3DL1,P43629,0.475,0.769,8.3578e-14,DTO_05007575,Receptor,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,0.8,,2009.0,2019.0,ALL
4292,MLH1,P40692,0.399,0.808,3.41e-05,DTO_05007557,Nucleic acid binding,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,1.0,,1997.0,2008.0,ALL
5444,PON1,P27169,0.409,0.885,9.8142e-11,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,1.0,,2007.0,2018.0,ALL
596,BCL2,P10415,0.291,0.885,0.55903,DTO_05007599,Signaling,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,1.0,,1999.0,2018.0,ALL
6696,SPP1,P10451,0.353,0.885,2.146e-06,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,1.0,,2005.0,2018.0,ALL
7038,TG,P01266,0.48,0.808,2.8802e-59,DTO_05007584,Enzyme modulator,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,1.0,,2016.0,2019.0,ALL
7076,TIMP1,P01033,0.38,0.885,0.4993,DTO_05007584,Enzyme modulator,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,1.0,,2000.0,2018.0,ALL
7422,VEGFA,P15692,0.266,0.923,2.4085e-05,DTO_05007599,Signaling,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,1.0,,1999.0,2018.0,ALL
7432,VIP,P01282,0.437,0.846,0.00041995,DTO_05007599,Signaling,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,0.8,,2005.0,2019.0,ALL
7494,XBP1,P17861,0.477,0.846,0.032014,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.05,1.0,,2008.0,2019.0,ALL
10,NAT2,P11245,0.451,0.885,3.2744e-06,DTO_05007624,Enzyme,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,0.75,,2002.0,2018.0,ALL
100506658,OCLN,Q16625,0.507,0.846,8.5583e-07,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2018.0,2019.0,ALL
10244,RABEPK,Q7Z6M1,0.553,0.692,2.8422e-11,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2001.0,2019.0,ALL
10314,LANCL1,O43813,0.552,0.692,1.0827e-11,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2001.0,2019.0,ALL
10803,CCR9,P51686,0.573,0.692,0.0041986,DTO_02300001,G-protein coupled receptor,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2014.0,2018.0,ALL
10969,EBNA1BP2,Q99848,0.55,0.692,1.3668e-09,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2001.0,2019.0,ALL
112935892,LINC02605,,0.49,0.769,,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,1998.0,2019.0,ALL
115482699,H3P28,,0.553,0.692,,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2001.0,2019.0,ALL
123263,MTFMT,Q96DP5,0.595,0.808,1.4994e-07,DTO_05007624,Enzyme,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2018.0,2020.0,ALL
1490,CCN2,P29279,0.399,0.846,0.00050202,DTO_05007599,Signaling,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,1998.0,2019.0,ALL
1577,CYP3A5,P20815,0.511,0.846,6.2948e-17,DTO_05007624,Enzyme,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2011.0,2018.0,ALL
1594,CYP27B1,O15528,0.502,0.769,1.9194e-07,DTO_05007624,Enzyme,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,0.75,,2011.0,2019.0,ALL
1755,DMBT1,Q9UGM3,0.533,0.654,4.476e-63,DTO_05007624,Enzyme,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2007.0,2017.0,ALL
2153,F5,P12259,0.441,0.846,5.919e-15,DTO_05007624,Enzyme,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2000.0,2017.0,ALL
2252,FGF7,P21781,0.519,0.846,0.77089,DTO_05007599,Signaling,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,1996.0,2019.0,ALL
23523,CABIN1,Q9Y6J0,0.536,0.846,3.2844e-17,DTO_05007584,Enzyme modulator,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,0.75,,2019.0,2020.0,ALL
2625,GATA3,P23771,0.415,0.846,0.89887,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2014.0,2019.0,ALL
2813,GP2,P55259,0.67,0.5,1.675e-21,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2009.0,2019.0,ALL
2908,NR3C1,P04150,0.393,0.885,0.96958,DTO_00102000,Nuclear receptor,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2000.0,2012.0,ALL
2950,GSTP1,P09211,0.383,0.923,0.014155,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2011.0,2017.0,ALL
2952,GSTT1,P30711,0.393,0.923,0.00014834,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,1996.0,2017.0,ALL
339541,ARMH1,Q6PIY5,0.553,0.692,1.6479e-05,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2001.0,2019.0,ALL
3921,RPSA,P08865,0.485,0.769,0.93037,DTO_05007557,Nucleic acid binding,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2001.0,2019.0,ALL
3952,LEP,P41159,0.349,0.846,0.46491,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2004.0,2019.0,ALL
3958,LGALS3,P17931,0.392,0.846,2.3207e-05,DTO_05007599,Signaling,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2001.0,2019.0,ALL
4255,MGMT,P16455,0.412,0.885,1.1756e-07,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,0.75,,2003.0,2011.0,ALL
4319,MMP10,P09238,0.553,0.808,5.907e-15,DTO_05007624,Enzyme,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2010.0,2020.0,ALL
4792,NFKBIA,P25963,0.487,0.885,0.99452,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2007.0,2014.0,ALL
4795,NFKBIL1,Q9UBC1,0.653,0.615,0.025515,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2000.0,2014.0,ALL
5266,PI3,P19957,0.57,0.692,0.16965,DTO_05007584,Enzyme modulator,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2006.0,2017.0,ALL
